AddressID,CpID,Type,Addr1,Addr2,Addr3,City,Region,PostalCd,Country,Telephone,Fax,Email,MobilePhone,InvoiceAddr,RemitToAddress,isBillingAddressOnly,BillingEmail
402850,1403,PRIMARY,MERVIS PLASTICS,1125 Crawford St.,,Terre Haute,IN,47807,,(812) 208-1158,,,NULL,Y,0,NULL,
402851,1404,PRIMARY,MIDLAND DAVIS,3301 4th Avenue,,Moline,IL,61265,,(314) 997-4012,,Stuart.Abowitz@midlanddavis.com; Marty.Davis@midlanddavis.com; Eric.Davis@midlanddavis.com; jb@scrapmanagement.com,,Y,0,NULL,
402852,1405,PRIMARY,MIDWEST FIBER INC,422 S. White Oak Rd,,Normal,IL,61761,,(217) 424-9460,(217) 424-9490,cijams@midwest-fiber.com; amonk@midwest-fiber.com; jb@scrapmanagement.com,217-519-8294,Y,0,NULL,
402853,1406,PRIMARY,MIDWEST FIBER INC - NORMAL,422 S White Oak Rd,,Normal,IL,61761-4328,,(309) 452-0064,,mmcdermott@midwest-fiber.com; jb@scrapmanagement.com,,Y,0,NULL,
402854,1407,PRIMARY,MISSOURI PLASTICS,4751 State Highway Y,,Jackson,MO,63755,,(573) 334-7880,,becky@missouriplastics.com; jb@scrapmanagement.com,,Y,0,NULL,
402855,1408,PRIMARY,MR&C SERVICES,11738 W US Highway 24,,Wolcott,IN,47995-8266,,(219) 863-7716,,mrandcservices@gmail.com; jb@scrapmanagement.com,,Y,0,NULL,
402856,1409,PRIMARY,"NATIONAL ENVIRONMENTAL SOLUTIONS, LLC",2230 Stonebridge Circle,,West Bend,WI,53095,,(262) 338-6403,,dean@nesrecovery.com,NULL,Y,0,NULL,
402857,1410,INVOICE,NORTH CEDAR SOUTH LLC,"3752 SAC DRIVE, BLDG. H",,KEOKUK,IA,52632,,(319) 524-2095,,northcedarsouth@hotmail.com; jb@scrapmanagement.com,(319) 795-2221,Y,0,NULL,
402858,1411,PRIMARY,NOW TRADING & CONSULTING COMPANY,PO Box 66,,Flowery Branch,GA,30542,,(678) 866-1782,,sarmstrong@ntconline.org; armstrongsla@live.com,NULL,Y,0,NULL,
402859,1412,PRIMARY,OUTAGAMIE COUNTY RECYCLING,1419 Holland Road,,Appleton,WI,54911-8985,,(920) 832-4710,,patty.adams@outagamie.org; jb@scrapmanagement.com,,Y,0,NULL,
402860,1413,INVOICE,PIONEER PAPERSTOCK,155 Irving Avenue North,,Minneapolis,MN,55405,,612-381-2163,,aripp@pioneerintl.com; ehofstedt@pioneerintl.com; jb@scrapmanagement.com,612-356-4402,Y,0,NULL,
402861,1414,INVOICE,PRI GROUP LLC,600 Thomas Drive,,Bensenville,IL,60106,,(708) 492-1777,,Tony.Varchetto@theprigroup.com; jb@scrapmanagement.com,,Y,0,NULL,
402862,1415,INVOICE,QUINCY RECYCLE PAPER,526 South 6th,,Quincy,IL,62301,,(708) 388-2362,,TBliefnick@quincyrecycle.com; CHoener@quincyrecycle.com; DResendiz@quincyrecycle.com; HMalak@quincyrecycle.com; jb@scrapmanagement.com,,Y,0,NULL,
402864,1417,INVOICE,RECYCLING WORKS INC,P.O. Box 1492,605 Mason Street,Elkhart,IN,46515-1492,,(574) 606-2117,,chris.himes@wasteawaygroup.com; jb@ucsincny.com; ib@ucsincny.com,,Y,0,NULL,
402865,1418,INVOICE,REVOLUTION RECOVERY LLC,7333 Milnor St,,Philadelphia,PA,19136,,(215) 333-6505,,adam@Revolutionrecovery.com; rp@scrapmanagement.com,,Y,0,NULL,
402866,1419,PRIMARY,SOUTH CENTRAL RECYCLING,1204 Diamond Road,,Newton,KS,67114,,(316) 282-0813,,meyer@mtelco.net,NULL,Y,0,NULL,
402867,1420,PRIMARY,SOUTHERN RECYCLING CENTER,300 W. Chestnut Street,,Carbondale,IL,62901-1379,,(618) 549-2880,,tasis@southernrecyclingcenter.com; jb@scrapmanagement.com,,Y,0,NULL,
402868,1421,PRIMARY,TOWN & COUNTRY DISPOSAL,PO Box 1001,,Harrisonville,MO,64701,,(816) 380-5595,,gerald@townandcountryrecycling.net,NULL,Y,0,NULL,
402869,1422,PRIMARY,USME LLC,321 N Artesian Ave,,Chicago,IL,60612,,(312) 582-1884,,Russ@usm-e.com,NULL,Y,0,NULL,
402870,1423,PRIMARY,VEOLIA ES SOLID WASTE,600 Moore Road,,Plover,WI,54467,,(715) 342-6839,,jeremy.griebling@veoliaes.com,NULL,Y,0,NULL,
402871,1424,PRIMARY,VIM RECYCLERS LLP,PO Box 755,,Genl Ellyn,IL,60138,,(630) 892-0445,,jpratapas@vimrecyclers.com; documentation@vimrecyclers.com; jmcmahon@vimrecyclers.com; ib@ucsincny.com,,Y,0,NULL,
402872,1425,PRIMARY,"WECARE RECYCLING, INC.",330 W. 1st North Street,,Carlinville,IL,62626-1703,,(217) 854-8888,,no_malice03@yahoo.com,NULL,Y,0,NULL,
402873,1426,INVOICE,ROCK-TENN RECYCLING,PO Box 409813,,Atlanta,GA,30384,,(317) 634-7571,,amprice@rocktenn.com,NULL,Y,0,NULL,
402874,1428,INVOICE,SKY RECYCLING,PO Box 34707,,Charlotte,NC,28234,,(980) 322-5266,,dnoz2004@bellsouth.net; ib@ucsincny.com,,Y,0,NULL,
402875,1429,INVOICE,TRANSFER SYSTEMS & WAREHOUSING,2002 W County Rd 0 North South,,"Frankfort,",IN,46041-1102,,(765) 654-5070,,werner@accs.net; abuyanovskiy@ucsincny.com,,Y,0,NULL,
403065,1200,CASCADES RECOVERY,CASCADES RECOVERY,384 Lee Road,,Rochester,NY,14606,US,585-527-8110,,susmit_mahalanabis@cascades.com; eoleschuk@recoverycascades.com,,N,0,0,
403066,1335,CASELLA WASTE SYSTEMS - AUBURN,CASELLA WASTE SYSTEMS,15 Hardscrabble Road,,Auburn,MA,1501,US,207 286 1668 ext 406,207-286-1696,Jeffrey.Dumont@casella.com,NULL,N,0,0,
403067,1335,CASELLA WASTE SYSTEMS - CHARLESTOWN,CASELLA WASTE SYSTEMS,14 Bunker Hill Industrial Park,,Charlestown,MA,2129,US,207 286 1668,207 286 1696,Jeffrey.Dumont@casella.com,NULL,N,0,0,
403068,1335,CASELLA WASTE SYSTEMS - CLAVERACK,CASELLA WASTE SYSTEMS,37 Salerno Drive,,Ghent,NY,12075,US,207-286-1668 ext 406,207-286-1696,Jeffrey.Dumont@casella.com,NULL,N,0,0,
403069,1335,CASELLA WASTE SYSTEMS - JAMESTOWN,CASELLA WASTE SYSTEMS,2142 Lodestro Lane,,Jamestown,NY,14701,US,207 286 1668,207 286 1696,Jeffrey.Dumont@casella.com,NULL,N,0,0,
403070,1335,CASELLA WASTE SYSTEMS - ONTARIO,CASELLA WASTE SYSTEMS,3566 Post Farm Road,,Stanley,NY,14561,US,207-286-1668 ext 406,207-286-1696,Jeffrey.Dumont@casella.com,NULL,N,0,0,
403071,1335,CASELLA WASTE SYSTEMS - SACO,CASELLA WASTE SYSTEMS,110 Main Street - Suite 1308,,Saco,ME,4072,US,207 286 1668,207 286 1696,Jeffrey.Dumont@casella.com,NULL,N,0,0,
403072,1208,DELIVERY ADDRESS,CUMBERLAND RECYCLING,702 South West Boulevard,,Vineland,NJ,8360,,856-692-7650,856-692-5392,jeffl@cumberlandrecyclingcorp.com,NULL,N,0,NULL,NULL
403073,1228,WESTBURY NY,INDIGO PLASTICS INC,615 Dickens Street,,Westbury,NY,,,(516) 852-2317,,,,N,0,0,
403074,1202,CELLMARK INC,INTERGRATED PAPER RECYCLING,21 Clark Street,,No. Andover,MA,1854,US,978-688-9009,(203) 299-5100,ecinvoice@cellmark.com,NULL,N,0,0,
403075,1193,DELIVERY ADDRESS,ALLEN COUNTY RECYCLERS  INC,700 East Wayne St.,,LIMA,OH,45801,,(419 )223-5010,(419) 224-8387,recycle@rubbernuggets.com;aakopyan@ucsincny.com,NULL,N,0,0,
403076,1291,CGS SERVICES INC.,CGS SERVICES INC.,2920 E. US 52,,Morristown,IN,46161,US,(765) 763-6258,(765) 763-6174,cross@cgsservices.com,NULL,N,0,0,
403077,1203,CH RECYCLING COMPANY,CHRC QUAD AVENUE,6401 Quad Avenue,,Baltimore,MD,21205,US,(203) 488-0887,(203) 488-9499,tdenello@ct.chrecycling.com,NULL,N,0,0,
403078,1146,ARL-BOSTON,MG LOGISTICS,305 Industrial Ave East,,Lowell,MA,1852,,978-805-0513,978-805-0517,mg@mglogs.com,NULL,N,0,0,
403079,1384,CHANNELED RESOURCES - INDY,CHANNELED RESOURCES GROUP,6555 East 30th,Street Suite B,Indianapolis,IN,46219,,(715) 842-0389,,jloos@channeledresources.com;,NULL,N,0,0,
403080,1384,CHANNELED RESOURCES - MOOSIC,CHANNELED RESOURCES GROUP,4949 Birney Ave,,Moosic,PA,185007,,(715) 842-0389,,jloos@channeledresources.com;credit@channeledresources.com,NULL,N,0,0,
403081,1384,CHANNELED RESOURCES - WAUSAU,CHANNELED RESOURCES GROUP,820 South 66th Street,,Wausau,WI,54401,US,(715) 842-0389,,jloos@channeledresources.com;credit@channeledresources.com,NULL,N,0,0,
403082,1292,ARBUTUS MD,GEORGETOWN PAPER,1404 Benson Court,,Arbutus,MD,21227,US,843-858-1966,888-670-6226,chuck@chsplasticsinc.com,,N,0,0,
403083,1292,ATLANTIC WAREHOUSE,"CHS PLASTICS, INC.",8300 Moores Chapel Road,,Charlotte,NC,28214,,843-858-1966,888-670-6226,chuck@chsplasticsinc.com,,N,0,0,
403084,1292,"BEAVERTON, OR",INTERNATIONAL PAPER,5505 SW Western Avenue,,Beaverton,OR,97005,,843-858-1966,888-670-6226,chuck@chsplasticsinc.com,,N,0,0,
403085,1292,"CEDAR FALLS, IA",City Carton Recycling,1415 E Dunkerton Rd,,Cedar Falls,IA,50613,,843-858-1966,888-670-6226,chuck@chsplasticsinc.com,,N,0,0,
403086,1292,"CEDAR RAPIDS, IA","CHS PLASTICS, INC.",901 Ingleside Drive,,Cedar Rapids,IA,52404,,843-858-1966,888-670-6226,chuck@chsplasticsinc.com,,N,0,0,
403087,1292,"CHARLOTTE, NC",INTERNATIONAL PAPER,201 East 28th Street,,Charlotte,NC,28206,US,843-858-1966,888-670-6226,chuck@chsplasticsinc.com,,N,0,0,
403088,1292,"CHESTER, VA",Shoosmith Landfill,11800 Lewis Rd.,,Chester,VA,23831,,843-858-1966,888-670-6226,chuck@chsplasticsinc.com,,N,0,0,
403089,1292,"DES MOINES, IA",INTERNATIONAL PAPER,2800 Dixon St,,Des Moines,IA,50316-1830,US,843-858-1966,888-670-6226,chuck@chsplasticsinc.com,,N,0,0,
403090,1292,"EUGENE, OR",INTERNATIONAL PAPER,3425 East 17th Ave,,Eugene,OR,97403,US,843-858-1966,888-670-6226,chuck@chsplasticsinc.com,,N,0,0,
403091,1292,"ITASCA, IL",INTERNATIONAL PAPER,1225 W Bryn Mawr Ave,,Itasca,IL,60143,US,843-858-1966,888-670-6226,chuck@chsplasticsinc.com,,N,0,0,
403092,1292,"KENT, WA",INTERNATIONAL PAPER,1225 6th Avenue North,,Kent,WA,98032,,843-858-1966,888-670-6226,chuck@chsplasticsinc.com,,N,0,0,
403093,1292,"OMAHA, NE",INTERNATIONAL PAPER FOR CHS PLASTICS,1111 Fort St,,Omaha,NE,68110,US,843-858-1966,888-670-6226,chuck@chsplasticsinc.com,,N,0,0,
403094,1292,"RICHMOND, VA",INTERNATIONAL PAPER,1308 Jefferson Davis Hwy,,Richmond,VA,23224,,843-858-1966,888-670-6226,chuck@chsplasticsinc.com,,N,0,0,
403095,1292,"ROCKVILLE, MD",GEORGETOWN PAPER,14820 Southlawn Ln,,Rockville,MD,20850,US,843-858-1966,888-670-6226,chuck@chsplasticsinc.com,,N,0,0,
403096,1292,"ROSEVILLE, MN",INTERNATIONAL PAPER,2425 Terminal Road,,Roseville,MN,55113,US,843-858-1966,888-670-6226,chuck@chsplasticsinc.com,,N,0,0,
403097,1292,"SHELBYVILLE, TN",ABStretch,1624 Railroad Ave,,Shelbyville,TN,37160,,843-858-1966,888-670-6226,chuck@chsplasticsinc.com,,N,0,0,
403098,1292,SONOCO (JACKSONVILLE),SONOCO RECYCLING,417 Meadowview Road,,Jacksonville,NC,28540,,843-858-1966,888-670-6226,chuck@chsplasticsinc.com,,N,0,0,
403099,1292,SONOCO (RALEIGH),SONOCO RECYCLING,111 South Rogers Lane,,Raleigh,NC,27610,US,843-858-1966,888-670-6226,chuck@chsplasticsinc.com,,N,0,0,
403100,1336,CITY CARTING & RECYCLING,CITY CARTING & RECYCLING,61 Taylor Reed Place,,Stamford,CT,6907,US,,,michaelf@citycart.net,NULL,N,0,0,
403101,1337,CLEAN MANAGEMENT ENVIRONMENTAL GROUP,CLEAN MANAGEMENT ENVIRONMENTAL GROUP,915 Industrial Road,,Walterboro,SC,29488,US,843-538-8099,,lpenfield@cleanmanagement.com,NULL,N,0,0,
403102,1386,MEDFORD WI,COMMERCIAL RECYCLING CORP,6679 State Highway 64,,Medford,WI,54451,US, (715) 748-2970,,crcjdeml@tds.net,,N,0,0,
403103,1387,"COMMUNITY RESOURCE, INC","COMMUNITY RESOURCE, INC",1201 E University Avenue,,Urbana,IL,61802-2010,US,217-356-6094,217-367-2201,matt.snyder@communityresourceinc.com,NULL,N,0,0,
403104,1317,CURBSIDE MANAGEMENT,CURBSIDE MANAGEMENT,116 N. Woodfin Avenue,,Asheville,NC,28804,US,828-252-2532,828-251-2588,swait@curbie.com; BLawson@Curbie.com,NULL,N,0,0,
403105,1209,D & P ENTERPRISES,D & P ENTERPRISES,3210 South Main St.,,Middletown,OH,45044,US,513-422-4920,,orders@mtpenterprises.net,NULL,N,0,0,
403106,1341,DATA GUARD RECYCLING,DATA GUARD RECYCLING,9174 Redden Road,,Bridgeville,DE,19933,US,(302) 337-8870,(302) 337-8266,dataguard@verizon.net,NULL,N,0,0,
403107,1212,"ROME, GA",DELTA PLASTICS INC.,501 East 6th St,,Rome,GA,30161,US,(901) 233-8053,,deltaplastics@aol.com,NULL,N,0,0,
403108,1390,EAST HAZEL CREST,Diversified Recycling,17450 S. Laflin Ave,,East Hazel Crest,IL,60429,US,Jon Schroeder,,jschroeder@homewooddisposal.com,NULL,N,0,NULL,NULL
403109,1213,DPEC ENTERPRISES - HEBRON,DPEC Enterprises LLC,2100 Global Way,,Hebron,KY,41048,US,513-313-3971,513-474-2849,timcalh@yahoo.com,NULL,N,0,0,
403110,1391,"DR PLASTICS, INC.",DR. PLASTICS INC.,W9390 State Road 59,,Whitewater,WI,53190,US,(262) 472-0431,,,NULL,N,0,0,
403111,1342,DRUMCO,DRUMCO,3299 Tulane Road,,Memphis,TN,,US,870-230-8800,901-398-0987,bsmith@drumco.com,NULL,N,0,0,
403112,1215,EKMAN RECYCLING,HUDSON BAYLOR,352 Horseblock Rd.,,Brookhaven,NY,11719,US,732-202-9500,732-202-9525,Cliff.Brand@ekmanrecycling.com,NULL,N,0,0,
403113,1216,EMPIRE RECYCLING - BINGHAMPTON,EMPIRE RECYCLING CORP.,172 Broad Ave,,Binghamton,NY,13904,,607-729-1518,315-724-0167,bambi@empirerecycling.com,NULL,N,0,0,
403114,1216,EMPIRE RECYCLING CORP.,EMPIRE RECYCLING CORP.,100 Corliss Avenue,,Johnson City.,NY,13790,US,607-729-1518,315-724-0167,bambi@empirerecycling.com,NULL,N,0,0,
403115,1127,ENVIRONMENTAL RECYCLING - ADDISON,ENVIRONMENTAL RECYCLING,1750 W. Fullerton,,Addison,IL,60510,US,(630) 879-9751,,evrjt@att.net,NULL,N,0,0,
403116,1127,ENVIRONMENTAL RECYCLING - BATAVIA,ENVIRONMENTAL RECYCLING,868 Boyd Ct,,Batavia,IL,60510,US,(630) 879-9751,,evrjt@att.net,NULL,N,0,0,
403117,1108,1600 STIEVE ROAD,"EAST JORDAN PLASTICS, INC",1600 Stieve Road,,South Haven,MI,49090,US,231-536-2243,,heatherwj@ejplastics.com; albraunstein1@yahoo.com,,N,0,0,
403118,1395,FEDERAL INTERNATIONAL,FEDERAL INTERNATIONAL,7935 Clayton Road,,St. Louis,MO,63117,US,214-794-5896,,rongeri@federalinternational.com,NULL,N,0,0,
403119,1346,"FIRST CAPITOL FIBERS, INC.","FIRST CAPITOL FIBERS, INC.",500 N State Street,,York,PA,17403,US,(717) 812-9601,,bplaza@firstcapitalfibers.com,NULL,N,0,0,
403120,1348,FOREST FIBERS INC. - ALBANY,COUNTY RECYCLING,877 S. Pearl St.,,Albany,NY,12202,US,(518) 433-0020,,occking@aol.com,NULL,N,0,0,
403121,1348,FOREST FIBERS INC. - ELIZABETH,RECYCLE CITY,791 Newark Ave.,,Elizabeth,NJ,,US,(908) 469-4769,(908) 469-4771,,NULL,N,0,0,
403122,1348,FOREST FIBERS INC. - TEWKSBURY,MARKET BASKET WAREHOUSE,875 East Street,,Tewksbury,MA,1876,US,450-466-6688 X241,450-466-8870,shelley@forestfibersinc.com,NULL,N,0,0,
403123,1109,918 PORTER STREET,ENPOL,918 Porter Street,NULL,Streator,IL,61364,US ,NULL,NULL,NULL,NULL,N,0,NULL,NULL
403124,1220,"FREEHOLD CARTAGE, INC.","FREEHOLD CARTAGE, INC.",825 Highway 33,,Freehold,NJ,7728,US,732-462-1001,732-409-7243,tblanchet@freeholdcartage.com; scottjohnson@freeholdcartage.com,NULL,N,0,0,
403125,1318,"GDS, INC",GDS CONOVER MRF,130 Somerset Drive Extension,,Conover,NC,28613,US,828 327 3119,(828) 327-3031,LaDonna.Bolton@republicservices.com; linda.birtel@awin.com,NULL,N,0,0,
403126,1294,"GLOBAL-PAK, INC","GLOBAL PAK, INC",2781 Lisbon Street,,East Liverpool,OH,43920,US,330 482 1993,330 482 1994,jdunn@global-pak.com,NULL,N,0,0,
403127,1296,GLOBAL RESOURCES,AMERICAN METAL,7651 Otten Drive,,Kewaskum,WI,53040,US,847-922-7700,(206) 333-1879,jchizek@globalresourcesus.com,NULL,N,0,0,
403128,1221,GLOVER PERENNIALS,GLOVER PERENNIALS,725 Sterling Lane,,Cutchogue,NY,11935,US,(631) 765-3546,(631) 765-3549,gloverper@verizon.net,NULL,N,0,0,
403129,1129,GOLDEN STATE PLASTICS,GOLDEN STATE PLASTICS,7718 Crows Landing Rd,,Ceres,CA,95307,US,(209) 667-2500,(209) 667-2530,gsplastics7@yahoo.com,NULL,N,0,0,
403130,1397,GOLPER SUPPLY CO,GOLPER SUPPLY CO,1810 W. Edgewood Drive,,Appleton,WI,54913,US,(920) 731-3266,(920) 731-1372,golpersu@tds.net,NULL,N,0,0,
403131,1222,OLD PICK-UP ADDRESS,GREAT LAKES PAPER,441 Ohio Street,,Buffalo,NY,14204,US,(716) 854-3232,(716) 854-0036,nitemen2121@yahoo.com,,N,0,0,
403132,1223,GREAT LAKES RECYCLING - HURON / NEW BOSTO,GREAT LAKES RECYCLING - HURON,36543 South Huron Rd,,New Boston,MI,48164,US,586-779-1310,,steve.kent@go-glr.com,NULL,N,0,0,
403133,1223,GREAT LAKES RECYCLING - N. TONAWANDA,GREAT LAKES RECYCLING,"22 Mechanic St.,",,North Tonawanda,NY,14120,US,716-692-3448,,kim.jeffords@go-glr.com; jStacey Hellings (stacey.hellings@go-glr.com;aakopyan@ucsincny.com,NULL,N,0,0,
403134,1223,GREAT LAKES RECYCLING - ROSEVILLE,GREAT LAKES RECYCLING,30615 Groesbeck Hwy.,,Roseville,MI,48066,US,586-779-1310,,Angela.crase@go-glr.com,NULL,N,0,0,
403135,1352,GREENSTAR - ALLENTOWN,"TODD HELLER, LLC (GREENSTAR ALLENTOWN)",799 Smith Street PO Box 95,,Northampton,PA,18067,US,(610) 262-6988,(610) 262-3236,Pam.Horvath@greenstar-na.com,NULL,N,0,0,
403136,1352,GREENSTAR RECYCLING - CT,WILLIMANTIC WASTE PAPER,185 Recycling Way,,Willimantic,CT,6226,US,515-333-4969, x1526,Heidi.Blue@greenstarrecycling.com; Meghan.Pratt@greenstarrecycling.com,NULL,N,0,0,
403137,1225,GREENEVILLE IRON & PAPER CO.,GREENVILLE IRON & PAPER CO.,315 Old Stage Rd,,Greeneville,TN,37745,US,423-798-6657,423-798-8987,ralphdingus@gmail.com,NULL,N,0,0,
403138,1398,GROOT WASTE,GROOT WASTE,1759 Elmhurst Rd.,,Elk Grove Village,IL,60007,US,773-569-3011,,tcannon@groot.com,NULL,N,0,0,
403139,1110,4529 E PALMETTO STREET,FAITH GROUP COMPANY,4529 E Palmetto Street,NULL,Florence,SC,29506,US ,NULL,NULL,NULL,NULL,N,0,NULL,NULL
403140,1399,HARTELS DISPOSAL,HARTEL'S DISPOSAL,941 Ray Road Avenue,,Proctor,MN,55810,US,218-729-5446,,DHartel@hartels-dbj.com,NULL,N,0,0,
403141,1227,HOPEWELL NURSERY,HOPEWELL NURSERY,1274 Highway 77.,,Bridgeton,NJ,8302,US,(856)451-5552,,john@hopewellnursery.com,NULL,N,0,0,
403142,1136,PICK-UP LOCATION - LAREDO,TRANS DEPOT WAREHOUSE,1408 W Mann Road,,Laredo,TX,78041,,956-523-0892,,,NULL,N,0,0,
403143,1355,LL&S,LL&S,87 Lowell Road,,Salem,NH,3079,US,603 894 9800,,eddie@lls.mv.com,NULL,N,0,0,
403144,1401,"MAINE PLASTICS, INC","MAINE PLASTICS, INC",1817 Kenosha Road,,Zion,IL,60099,US,(847)379-9100,(847)379-9080,bgiersch@maineplastics.com,NULL,N,0,0,
403145,1303,MCC RECYCLING SERVICES,MCC RECYCLING SERVICES LLC,7900 N Radcliffe St,Building 101B,Bristol,PA,19007,US,215.945.6000,215-945-6400,michael.mill@mccrecycling.com,,N,0,0,
403146,1403,MERVIS PLASTICS - DANVILLE,VERMILLION PLASTICS,1919 E. Fairchild St.,,Danville,IL,61834,US,812-208-1158,,,NULL,N,0,0,
403147,1403,MERVIS PLASTICS - FRANKFORT,R&A PLASTICS,2021 W. Clinton County Rd,,Frankfort,IN,46041,US,812-208-1158,,,NULL,N,0,0,
403148,1403,MERVIS PLASTICS - NEWARK,MERVIS PLASTICS,408 Elizabeth Ave,,Newark,NJ,7112,US,812-208-1158,,,NULL,N,0,0,
403149,1404,MIDLAND DAVIS - LITTLE ROCK,CSI INC,810 West 8th,,North Little Rock,AR,72114,US,314-997-4012,,meyer@mtelco.net; Stuart.Abowitz@midlanddavis.com,NULL,N,0,0,
403150,1404,MIDLAND DAVIS - NAPPANEE,FAIRMOUNT HOMES/GULFSTREAM ENVIRONMENTAL,502 South Oakland Avenue,,Nappanee,IN,46550,US,314-997-4012,,meyer@mtelco.net;  Stuart.Abowitz@midlanddavis.com,NULL,N,0,0,
403151,1404,MIDLAND DAVIS - ROLLING FORK,MIDLAND DAVIS,238 Walnut Street,,Rolling Fork,MS,39159,US,314-997-4012,,meyer@mtelco.net;  Stuart.Abowitz@midlanddavis.com,NULL,N,0,0,
403152,1406,MIDWEST FIBER - SEVERN,SEVERN PEANUT COMPANY,413 Main Street,,Severn,NC,27877,US,309-452-0064,309-452-9520,mmcdermott@midwest-fiber.com,NULL,N,0,0,
403153,1406,"MIDWEST FIBER - WASHINGTON, PA",BALCON ENTERPRISES INC.,250 West Wylie Ave. #3,,Washington,PA,15301,US, 309 452 0064,,mmcdermott@midwest-fiber.com,NULL,N,0,0,
403154,1406,"MIDWEST FIBER, INC TWINSBURG",INTERNATIONAL MULCH,8400 Darrow RD,,Twinsburg,OH,44087,US,(309) 452-0064,(309) 452-9520,todd@midwest-fiber.com; tkindel@midwest-fiber.com,NULL,N,0,0,
403155,1307,MONTGOMERY RECYCLING,MONTGOMERY RECYCLING,424 Fairman Ct.,,Lexington,KY,40502,US,(859) 621-2616,,bmrecycling@aol.com,NULL,N,0,0,
403156,1240,MORRIS COUNTY MUA,MORRIS COUNTY MUA,22 Richboynton Road,,Dover,NJ,7801,US,(973) 285-8392,(973) 285-8397,khourihan@mcmua.com,NULL,N,0,0,
403157,1357,NH  KELMAN - ANDOVER,PERISHABLE WAREHOUSE,340 Ballardvale,,Andover,MA,1810,US,518-237-5133,518-233-8555,occking@aol.com; rpereira@ucsincny.com,,N,0,0,
403158,1409,NES MANAGEMENT LLC,"NATIONAL ENVIRONMENTAL SOLUTIONS, LLC",3750 S River Rd,,West Bend,WI,53095,US,(262) 338-6403,262-335-6499,dean@nesrecovery.com,NULL,N,0,0,
403159,1358,"NCB COMMODITIES, INC.","NCB COMMODITIES, INC.",310 South Broad St.,,Hellman,PA,17406,US,717-840-1844,717-840-8750,nbreneman@ncbcommodities.com; jsaraceni@ncbcommodities.com,NULL,N,0,0,
403160,1358,ROBESONIA,"NCB COMMODITIES, INC.","Associated Wholesalers, Inc.",Rt 422 East,Robesonia,PA,19551,,717-840-1844,717-840-8750,nbreneman@ncbcommodities.com; jsaraceni@ncbcommodities.com,NULL,N,0,0,
403161,1242,"NILES IRON & METAL CO., INC.","NILES IRON & METAL CO., INC.",45 West Federal Street,,Niles,OH,44446,US,(330) 652-0799,(330) 652-1240,hhonigman@ameritech.net,NULL,N,0,0,
403162,1300,NORTHWEST PALLET SUPPLY,NORTHWEST PALLET SUPPLY - BRIAN POLLACK,3648 Morreim Dr.,,Belvidere,IL,61008,,(815) 861-1454,,bpollack@northwestpallet.com,NULL,N,0,0,
403163,1290,NORTHWEST PALLET SUPPLY - BRIAN POLLACK,NORTHWEST PALLET SUPPLY - BRIAN POLLACK,3648 Morreim Dr.,,Belvidere,IL,61008,US,(815) 861-1454,(815) 544-5299,bpollack49@gmail.com,,N,0,0,
403164,1411,NOW TRADING & CONSULTING COMPANY,NOW TRADING & CONSULTING COMPANY,4215 Wendell Drive,,Atlanta,GA,30336,US,678-866-1782,678-828-5902,sarmstrong@ntconline.org; armstrongsla@live.com,NULL,N,0,0,
403165,1308,OMNISOURCE,OMNISOURCE,1610 E. 4th St.,,Lima,OH,45804,US,(419) 227-3411,(419) 227-7095,DByron@omnisource.com,NULL,N,0,0,
403166,1309,ONE SOURCE RECYCLING - LOVES,ONE SOURCE RECYCLING,2131 Harlem Road,,Loves Park,IL,61111,US,815-389-6563,815-389-6463,Rbaley@onesourcerecycling.com;janice@onesourcerecycling.com,NULL,N,0,0,
403167,1309,ONE SOURCE RECYCLING - ROCKFORD,ONE SOURCE RECYCLING,5728 Logistics Parkway,,Rockford,IL,61101,US,815-389-6563,815-389-6463,Rbaley@onesourcerecycling.com; janice@onesourcerecycling.com,NULL,N,0,0,
403168,1247,ONEIDA HERKIMER COUNTY,ONEIDA HERKIMER COUNTY,80 Leland Ave,,Utica,NY,13502,US,315-733-1224,,beths@ohswa.org,NULL,N,0,0,
403169,1113,505 WINDSOR ST.,"GRAHAM PACKAGING COMPANY, INC",505 Windsor St.,NULL,York,PA,17403,US ,NULL,NULL,NULL,NULL,N,0,NULL,NULL
403170,1361,ORE RECOVERED MATERIAL,GREENSOURCE RECYCLING,24087 highway 164,,Clarksville,AR,72830,US,800-518-7251,501-745-8080,ore@artelco.com,NULL,N,0,0,
403171,1249,OSS SOLID WASTE DISTRICT,OSS SOLID WASTE DISTRICT,1518 Country Road 113 East,,Green Springs,OH,44836,US,(419) 639-6115,,nreinbolt@recycleoss.org,NULL,N,0,0,
403172,1137,"GRANDVILLE, MI",GRANDVILLE RECYCLING,3485 Viaduct St SW,,Grandville,MI,49418,US,(616) 392-6961,,,NULL,N,0,0,
403173,1137,"WYOMING, MI",PADNOS,500 West 44th Street,,Wyoming,MI,49548,US,(616) 392-6961,,jonathan@padnos.com; kelly.sharkey@padnos.com; scott.nyhuis@padnos.com,,N,0,0,
403174,1362,PAWTUCKET RECYCLING ASSOCIATES,PAWTUCKET RECYCLING/UNITED PAPER STOCK,33 India Street,,Pawtucket,RI,2860,US,401-724-5700,,VandaH@rwcb.com,NULL,N,0,0,
