partner_id,Type,is_remit,is_invoice_entity,is_facility,Alias,company_id,address,adderess2,city,state,zip,country,Contact,Phone,Email
CRC SOUTHERN RECYCLING INC,Location,,,,CARBONDALE IL,CRC SOUTHERN RECYCLING INC,300 W Chestnut St,,Carbondale,IL,62901,,Sheila Koppert,(618) 549-2880,sheila@crc-recycling.com; crcsouthernscale@crc-recycling.com; loren@crc-recycling.com;sheila@crc-recycling.com; crcsouthernscale@crc-recycling.com; loren@crc-recycling.com;
CRC SOUTHERN RECYCLING INC,Location,,,,ENNIS TX,CAROLINA RECYCLE For CRC,2501 Brombeck Street,,Ennis,TX,75119,,Brent Badger,,brent@crc-recycling.com; oscar@crc-recycling.com;;brent@crc-recycling.com; oscar@crc-recycling.com;
CROSS INDUSTRIES,Remit,,,,INVOICE,CROSS INDUSTRIES,P.O.Box 127,,Saumico,WI,54173,,Dave Refsell,(330)421-5025,dave@cross-industries.com; matt@cross-industries.com;
CROSS INDUSTRIES,Location,,,,IUKA MS,CROSS INDUSTRIES,1509 Paul Edmondson Dr,,Iuka,MS,38852,,Dave Refsell,(330)421-5025,dave@cross-industries.com; matt@cross-industries.com;;dave@cross-industries.com; matt@cross-industries.com;
CROSSPOINT POLYMER TECHNOLOGIES LLC,Inv/Remit,,,,INVOICE,CROSSPOINT POLYMER TECHNOLOGIES LLC,2301 Saint Joseph Ind Park Dr,,Evansville,IN,47720,,Trebor Johnson,(361) 867-1027,trebor.johnson@cpptech.com; sadie.schmitz@cpptech.com
CT POLYMERS,Inv/Remit,,,,INVOICE,CT POLYMERS,12340 Elm Rd,,Bourbon,IN,46504,,"Travis Heckaman, Chris Roseri",574.549.9286,travish@ctpolymers.com; Chrisr@ctpolymers.com; westleyh@ctpolymers.com; csr@ctpolymers.com
CT POLYMERS,Location,,,,BOURBON IN,CT POLYMERS,12340 Elm Road,,Bourbon,IN,46504,United States,Lesa Thomas,574-598-6136,logistics@ctpolymers.com; csr@ctpolymers.com;csr@ctpolymers.com
CT POLYMERS,Location,,,,SEARCY AR,RECY,1601 Hastings Ave,,Searcy,AR,72143,,Brenda Mathis,501-278-8753,bmathis@recyplastics.com; logistics@ctpolymers.com; csr@ctpolymers.com
CUMBERLAND COUNTY RECYCLING CENTER,Inv/Remit,,,,INVOICE,CUMBERLAND COUNTY RECYCLING CENTER,1805 South Main Street,,Burkesville,KY,42717,United States,Jefferson Abney,(270) 864-3444,cumberlandcountyhelp@gmail.com; sales2@scrapmanagement.com; ib@scrapmanagement.com
CUMBERLAND RECYCLING,Remit,,,,PRIMARY,CUMBERLAND RECYCLING,PO Box 2304,,South Vineland,NJ,8362,,Jeff Luciano,(856) 692-7650,jeffl@cumberlandrecyclingcorp.com;jeffl@cumberlandrecyclingcorp.com
CUMBERLAND RECYCLING,Location,,,,DELIVERY ADDRESS,CUMBERLAND RECYCLING,702 South West Boulevard,,Vineland,NJ,8360,,Jeff Luciano,856-692-7650,jeffl@cumberlandrecyclingcorp.com
CURBSIDE MANAGEMENT,Remit,,,,INVOICE,CURBSIDE MANAGEMENT,PO BOX 18722,,Asheville,NC,28814,United States,Barry Lawson,(828) 252-2532,BLawson@Curbie.com; VendorServices@Curbie.com; alawson@curbie.com; ib@scrapmanagement.com
CURBSIDE MANAGEMENT,Location,,,,ASHEVILLE NC,CURBSIDE MANAGEMENT,116 N. Woodfin Avenue,,Asheville,NC,28804,,Barry Lawson,(828) 252-2532,BLawson@Curbie.com; VendorServices@Curbie.com; alawson@curbie.com; ib@scrapmanagement.com
CUSTOM POLYMERS INC,Inv/Remit,,,,INVOICE,CUSTOM POLYMERS INC,831 E Morehead St,Suite 840,Charlotte,NC,28202,,JOHN CALHOUN,704-332-6070,john@custompolymers.com; hilliary@custompolymers.com; patricia@custompolymers.com
CUSTOM POLYMERS INC,Location,,,,CHARLOTTE NC,CUSTOM POLYMERS INC,1001 Bond Street,Suite A,Charlotte,NC,28208,,JOHN CALHOUN,(704) 332-6070,john@custompolymers.com;;john@custompolymers.com;
CUSTOM POLYMERS PET,Inv/Remit,,,,INVOICE,CUSTOM POLYMERS PET,700 Tuckaseegee Rd,,Charlotte,NC,28200,United States,Matt Hardymon,256-232-3543,matt@custompolymerspet.com; ibeylin@ucsincny.com
CUSTOM POLYMERS PET,Location,,,,ATHENS,CUSTOM POLYMERS PET,1764 Wilkinson Street,,Athens,AL,35611,United States,matt,256-232-3543,matt@custompolymerspet.com; ibeylin@ucsincny.com
CUTTING EDGE GRINDING INC,Inv/Remit,,,,INVOICE,CUTTING EDGE GRINDING INC,608 13th Ave NW,,Little Falls,MN,56345,United States,Kenny Stodolka,(320) 259-0444,kkstodolka6@netzero.com
CW CARRIERS USA,Inv/Remit,,,,INVOICE,CW CARRIERS USA,PO Box 424,,Lithia,FL,33547,United States,Anita Galjen,8133923738,anita@cwcarriersinc.com; ib@scrapmanagement.com
CWD FLATBED TRUCKING INC,Remit,,,,INVOICE,CWD FLATBED TRUCKING INC,293 Arlie Loop,,Statesville,NC,28677,United States,Patricia Parker,704-873-0058,pparker@cwdflatbed.com; dispatch@cwdflatbed.com
D&J'S SERVICES LLC,Inv/Remit,,,,INVOICE,D&J'S SERVICES LLC,2322 Edson Drive,,Hudsonville,MI,49426,,Doug Reams,616-745-5798,doug.djservices@gmail.com; ab@scrapmanagement.com
D&K ENTERPRISES,Inv/Remit,,,,INVOICE,D&K ENTERPRISES,2437 N Section St,,Sullivan,IN,47882,,Sue Armstrong,812-268-3328,sue@dkenterprise.com; lbender@dkenterprise.com; ab@scrapmanagement.com
D&M RECYCLING INC,Remit,,,,INVOICE,D&M RECYCLING INC,841 2nd Ave SW,,Onalaska,WI,54650,United States,Dean / Gabriel,(608) 783-3030,dandmrecycling@aol.com; jb@scrapmanagement.com
DAK AMERICAS,Remit,,,,INVOICE,DAK AMERICAS,3216 Cedar Creek Rd,,Fayetteville,NC,28213,,Mario Garza,980-308-1342,mario.garza@alpekpolyester.com; Bobbi.Barefoot@ClearPathRecycling.com; ib@ucsincny.com
DAK AMERICAS,Location,,,,"FAYETTEVILLE, NC",DAK AMERICAS,3500 Cedar Creek Rd,,Fayetteville,NC,28312,,,,
DAK Americas LLC - Richmond,Inv/Remit,,,,INVOICE,DAK Americas LLC - Richmond,1561 N.W. 11th St,,Richmond,IN,47374,United States,Jill Howell,(765) 259-3990,jill.howell@alpekpolyester.com
DAMIRON TRANSPORTATION SERVICES INC,Remit,,,,INVOICE,DAMIRON TRANSPORTATION SERVICES INC,PO Box 707,,Fremont,IN,46737,,Joe Parker,260-495-1750,damiron1@mchsi.com
DAVIS LOGAN LLC,Inv/Remit,,,,INVOICE,DAVIS LOGAN LLC,229 Whitney Dr,,Locust,NC,28097,,Cynthia Payne,,cynthia@davislogan.com; lm@scrapmanagement.com
DC TRUCKING,Remit,,,,INVOICE,D&C BROKERAGE LLC,729 Great Falls Hwy,,Chester,SC,29706,,Alan,803-519-6651,clackalan02@gmail.com
DCL,Remit,,,,INVOICE,DCL,85 Bodwell St,,Avon,MA,2322,,Pam Abramsweig,857.284.5093,PSweig@dclboston.com; ib@scrapmanagement.com
DCO ENVIRONMENTAL & RECYCLING LLC,Inv/Remit,,,,INVOICE,DCO ENVIRONMENTAL & RECYCLING LLC,300 Montgomery Street,Suite 421,San Francisco,CA,94104,,Adam Glasgow,415-362-7888,aglasgow@dcointl.com; jrozar@dcointl.com; rhays@dcointl.com; ib@ucsincny.com
DCO ENVIRONMENTAL & RECYCLING LLC,Location,,,,GASTONIA NC,ENVIRO VISION TECHNOLOGIES LLC,1124 Isley Drive,,Gastonia,NC,28052,,,,
DCO ENVIRONMENTAL & RECYCLING LLC,Location,,,,"SAREPTA, LA",INTEGRICO COMPOSITES,108 Inducto Way,,Sarepta,LA,71071,,,,
DECATUR RECYCLING DEPT,Remit,,,,INVOICE,DECATUR RECYCLING DEPT,625 Landfill Drive,VENDOR #4446,Trinity,AL,35673,,Danny Dotson,(256) 341-4770,ddotson@decatur-al.gov
DELTA LOGISTICS LLC,Remit,,,,INVOICE,DELTA LOGISTICS LLC,Orange Commercial Credit,PO Box 11099,Olympia,WA,98508,,Oleg Melnikov,828-743-8923,oleg@deltalogisticsllc.com
DELTA PLASTICS INC.,Inv/Remit,,,,PRIMARY,DELTA PLASTICS INC.,8801 Frazier Pike,,Little Rock,AR,72206,,Stephanie Mallette,(901) 233-8053,purchasing@deltapl.com
DELTA PLASTICS INC.,Location,,,,"ROME, GA",DELTA PLASTICS INC.,501 East 6th St,,Rome,GA,30161,United States,Steadman Matthews,(901) 233-8053,deltaplastics@aol.com
DELTA PLASTICS INC.,Location,,,,"STUTTGART, AR",DELTA PLASTICS INC.,3104 Main Street,,Stuttgart,AR,72160,,Krissy Roth,870.673.7458,
DEN HARTOG INDUSTRIES,Remit,,,,INVOICE,DEN HARTOG INDUSTRIES,PO Box 425,,Hospers,IA,51238,,Randy Bathke,712.752.8432,randyb@denhartogindustries.com
DEN HARTOG INDUSTRIES,Location,,,,PICK UP LOCATION,DEN HARTOG INDUSTRIES,4010 Hospers Drive South,,Hospers,IA,51238,,Randy Bathke,712.752.8432,randyb@denhartogindustries.com;randyb@denhartogindustries.com;randyb@denhartogindustries.com;randyb@denhartogindustries.com;randyb@denhartogindustries.com
DIAMOND FOREST RESOURCES,Remit,,,,INVOICE,DIAMOND FOREST RESOURCES,PO Box 788,,Morehead,KY,40351,United States,Todd,606-462-1197,tm@dfrky.com; aa@scrapmanagement.com
DIAMOND FOREST RESOURCES,Location,,,,PICK-UP ADDRESS,DIAMOND FOREST RESOURCES,150 Acorn Industry Road,,Morehead,KY,40351,,Todd,606-462-1001,tm@dfrky.com; aa@scrapmanagement.com;tm@dfrky.com; aa@scrapmanagement.com
DIAMOND K INC,Remit,,,,INVOICE,DIAMOND K INC,900 Battle Street,,Scranton,PA,,United States,Jimmy Coleman,(570) 346-4684,jimmy@dk-t.com; rp@scrapmanagement.com
DIMEX,Inv/Remit,,,,INVOICE,DIMEX,28305 State Route 7 North,,Marietta,OH,,United States,Nathan Arden,800.334.3776,NARDEN@dimexcorp.com; ib@ucsincny.com
DIMEX,Location,,,,BLUE KNOB,Wetz 10,1143 Blue Knob Road,,Marietta,OH,45750,United States,,,
DIRECT POLYMERS LLC,Inv/Remit,,,,INVOICE,DIRECT POLYMERS LLC,12015 Blackwell Way,,Parker,CO,80138,,Samantha Ryan,540-493-7810,samantha@directpolymers.com; mitch@directpolymers.com
DIRECT POLYMERS LLC,Location,,,,Centenial Container - DENVER,Centennial Container,13105 E. 38th Ave,Suite 58,Denver,CO,80239,,,,
DIRECT POLYMERS LLC,Location,,,,CRI Recycling - DENVER,CRI RECYCLING,4900 Dahlia St,,Denver,CO,80216,,,,
DIRECT RESINS LLC,Inv/Remit,,,,INVOICE,DIRECT RESINS LLC,3600 E 45th Ave,,Denver,CO,80216,,Josh Dupuy,(540) 493-7810,josh@directresins.com
DIVERSIFIED RECYCLING SERVICES LLC,Remit,,,,INVOICE,DIVERSIFIED RECYCLING SERVICES LLC,1951 Hamburg Turnpike,Building 10a,Lackawanna,NY,14218,United States,Michael Zbock,(716) 331-3672,mzbock@recyclingbuffalo.com
DIVERSIFIED RECYCLING SERVICES LLC,Location,,,,BUFFALO NY,DIVERSIFIED RECYCLING SERVICES LLC,3172 Lakeshore Road,,Buffalo,NY,14219,,Michael Zbock,716-830-5182,mzbock@recyclingbuffalo.com
DIXIE PLASTICS INC.,Inv/Remit,,,,INVOICE,DIXIE PLASTICS INC.,479 FIDDLERS CREEK DR,,WEST MONROE,LA,71291,,Tristan Oswald,(318) 235-4355,tristan@dixieplastics.net
DK TRADING CORPORATION,Remit,,,,INVOICE,DK TRADING CORPORATION,PO Box E,,Clarks Summit,PA,18411,,Sue Pallo,(570) 346-4684,sue@dk-t.com; rp@scrapmanagement.com
DK TRADING CORPORATION,Location,,,,SCRANTON PA,DIAMOND K INC,900 Battle Street,,Scranton,PA,18508,,,,
DM PLASTICS INC,Remit,,,,INVOICE,DM PLASTICS INC,691 VZ County Road 1519,,Grand Saline,TX,75140,,David McLawhorn,,David@DMPlastics.net
DMS RECYCLING LLC,Inv/Remit,,,,INVOICE,DMS RECYCLING LLC,350 PITTSBURGH AVE,,MT VERNON,OH,43050,United States,Eason Zhang,740-397-0790,eason@dmsrecyclingllc.com
DOCK 2 DOCK LLC,Remit,,,,INVOICE,DOCK 2 DOCK LLC,813 S. Oakland St,,Gastonia,NC,28052,,Jordan Milliard,,keldoranunlimited@gmail.com
DOMINO PLASTICS COMPANY,Remit,,,,INVOICE,DOMINO PLASTICS COMPANY,200 E. Broadway,,Port Jefferson,NY,11777,United States,Joe Feret,(631) 751-1995,joe@domplas.com; ab@scrapmanagement.com
DONCO PAPER SUPPLY COMPANY,Inv/Remit,,,,INVOICE,DONCO PAPER SUPPLY COMPANY,737 N Michigan Ave,Suite 1450,Chicago,IL,60611,,ib,312-337-7822,ib@ucsincny.com
DONLEY PALLET,Remit,,,,INVOICE,DAN DONLEY,2103 Laurel Lindale Road,,New Richmond,OH,45157,,Dan Donley,,2018steamroller@gmail.com; lm@scrapmanagement.com
DOUG HEIRS,Inv/Remit,,,,INVOICE,DOUG HEIRS,788 Chert Quarry Rd,,Martin,SC,29836,,Doug Heirs,(803) 300-3220,Cody.mosley@archroma.com; sales2@scrapmanagement.com; franco.marano@archroma.com
DOUG HEIRS,Location,,,,"MARTIN, SC",ARCHROMA,788 Chert Quarry Rd,,Martin,SC,29836,,Doug Heirs,(803) 300-3220,Cody.mosely@archroma.com
DOWNEY & SONS PALLET CO,Remit,,,,INVOICE,DOWNEY & SONS PALLET CO,500 Bloomfield Rd,,Springfield,KY,40069,,Megan Smith,(859) 336-0410,megan@downeypallet.com
DR. PLASTICS INC.,Remit,,,,PRIMARY,DR. PLASTICS INC.,"W9390 State Road 59,",,Whitewater,WI,53190,,Fay Blakeley,(262) 472-0431,
DR. PLASTICS INC.,Location,,,,"DR PLASTICS, INC.",DR. PLASTICS INC.,W9390 State Road 59,,Whitewater,WI,53190,United States,Fay Blakeley,(262) 472-0431,
DRS RECYCLING,Inv/Remit,,,,INVOICE,DRS RECYCLING,563 Lancaster St,,Leominster,MA,1453,United States,Debra,978-728-4037,debra@drsrecycling.com; rp@scrapmanagement.com
DRUMCO,Remit,,,,PRIMARY,DRUMCO,142 Technology Drive,,Arkadelphia,AR,71923,,David Russel,(870) 230-8800,David.Russell@greif.com; Kory.Smith@greif.com; Donald.Gibbsjr@greif.com; ib@scrapmanagement.com;David.Russell@greif.com; Kory.Smith@greif.com; Donald.Gibbsjr@greif.com; ib@scrapmanagement.com
DRUMCO,Location,,,,DRUMCO,DRUMCO,3299 Tulane Road,,Memphis,TN,,United States,Barbara Smith,870-230-8800,bsmith@drumco.com
DRUMCO INC,Inv/Remit,,,,INVOICE,DRUMCO INC,3299 Tulane Rd,,Memphis,TN,38116,United States,David Russell,901-396-6484,drussell@drumco.com; ib@scrapmanagement.com
DST EXPRESS INC,Remit,,,,INVOICE,DST EXPRESS INC,8942 Pathfinder Rd,,Breinigsville,PA,18031,,Ricky,(610) 395-4625,dst8942@gmail.com
DTLR,Remit,,,,INVOICE,DTLR,1300 Mercedes Drive,,Hanover,MD,21076,United States,Michael Wasik,(484) 638-3512,MWasik@dtlr.com; ib@scrapmanagement.com
DTLR,Location,,,,"MUHLENBERG, PA",DTLR,410 Corporate Drive,,Muhlenberg,PA,19605,United States,Michael Wasik,(484) 638-3512,MWasik@dtlr.com; ib@scrapmanagement.com
DUFFY BOX & RECYCLING INC,Remit,,,,INVOICE,DUFFY BOX & RECYCLING INC,2931 Francis Scott Key Hwy,,Taneytown,MD,21787,,Niki Zuk,410-756-9061,Niki.Zuk@fpduffy.com
DUFFY BOX & RECYCLING INC,Location,,,,"GREENSBORO, NC",DUFFY BOX & RECYCLING INC,2500 E. Market St.,,Greensboro,NC,27401,,Chris Belge,(336) 272-7418,chris.belge@fpduffy.com
DUFFY BOX & RECYCLING INC,Location,,,,HAW RIVER NC,DUFFY BOX & RECYCLING INC,224 East Main St,,Haw River,NC,27258,,Brian Moran,(336) 207-5696,brian.moran@fpduffy.com; doris.toney@fpduffy.com; sales2@scrapmanagement.com
DUNN COUNTY SOLID WASTE & RECYCLING,Remit,,,,INVOICE,DUNN COUNTY SOLID WASTE & RECYCLING,800 Wilson Avenue,Room 235,Menomonie,WI,54751,United States,Morgan Gerk,715-231-6543,mgerk@co.dunn.wi.us; lm@ucsincny.com
DUNN COUNTY SOLID WASTE & RECYCLING,Location,,,,MENOMONIE WI,DUNN COUNTY TRANSFER STATION,E3900 Highway 29,,Menomonie,WI,54751,,mgerk,715-232-4018,mgerk@co.dunn.wi.us
DUPUY CONSULTANTS,Inv/Remit,,,,INVOICE,DUPUY CONSULTANTS,5144 S. Liverpool Way,,Centennial,CO,80015,,Josh DuPuy,(303) 747-5465,dupuyjoshp@gmail.com; ab@scrapmanagement.com
DURA-LINE,Remit,,,,INVOICE,DURA-LINE,11400 Parkside Drive,Suite 300,Knoxville,TN,37934,,Tim DeMunbrun,(618) 306 5815,tim.demunbrun@duraline.com
DURA-LINE,Location,,,,GAINESVILLE TX,DURA-LINE,2406 I-35 Frontage Rd,,Gainesville,TX,76240,,Tim DeMunbrun,618 306 5815,tim.demunbrun@duraline.com; toby.scott@duraline.com;
DURA-LINE,Location,,,,MCALESTER OK,DURA-LINE,10 Steven Taylor Blvd,,McAlester,OK,74501,,Tim DeMunbrun,(618) 306 5815,tim.demunbrun@duraline.com;tim.demunbrun@duraline.com
DYNAMIC LIFECYCLE INNOVATIONS,Remit,,,,INVOICE,DYNAMIC LIFECYCLE INNOVATIONS,N5549 County Rd Z,,Onalaska,WI,54650,United States,Neil Hickey,608-386-7771,nhickey@thinkdynamic.com; sa@scrapmanagement.com
DYNAMIC LOGISTIX LLC,Remit,,,,INVOICE,DYNAMIC LOGISTIX LLC,7220 W. 98TH Terrace,,Overland Park,KS,66212,United States,Brian & Steve,913-274-3800,bjones@shipdlx.com; skelley@shipdlx.com
DYNAMIC WASTE SYSTEMS INC,Remit,,,,INVOICE,DYNAMIC WASTE SYSTEMS INC,PO Box 346,,Essex,MA,1929,,Jimmy Georgoulakos,978-768-7195,JimmyG@DynamicWaste.com; shelley@dynamicwaste.com; rp@scrapmanagement.com
DYNAMIC WASTE SYSTEMS INC,Location,,,,PICKUP LOCATION,DYNAMIC WASTE SYSTEMS INC.,21 Clark Street,,North Andover,MA,1845,,Jimmy G,978-768-7195,
EAGLE ENTERPRISES RECYCLING INC,Remit,,,,PRIMARY,EAGLE ENTERPRISES RECYCLING INC,510 SE Industrial Ave.,,Galva,IL,61434,,Paul Jaquet,(309) 932-2936,paulj@eerecycling.com; yklevtsov@ucsincny.com
EAGLE WASTE & RECYCLING INC,Remit,,,,INVOICE,EAGLE WASTE & RECYCLING INC,PO Box 729,,Eagle River,WI,54521,,Brian Albee  Dawn Griffin,715-477-0077,brian@eaglewasteandrecycling.com; erwardawn@eaglewasteandrecycling.com; yklevtsov@ucsincny.com
EAGLE WASTE & RECYCLING INC,Location,,,,"EAGLE RIVER, WI",EAGLE WASTE & RECYCLING INC,701 Surgipath Lane,,Eagle River,WI,54521,,brian,715-477-0077,brian@eaglewasteandrecycling.com; erwardawn@eaglewasteandrecycling.com; yklevtsov@ucsincny.com
EARTH RESOURCES RECYCLING,Remit,,,,INVOICE,EARTH RESOURCES RECYCLING,5545 Linwood Steiner Rd,,Theodore,AL,36582,,Braxton Kittrel,,info@earthresourcesrecycling.com
EARTHMINDED,Primary,,,,INVOICE,EARTHMINDED,142 Technology Drive,,Arkadelphia,AK,71923,,David Russell,(870) 230-8800,drussell@drumco.com; ib@scrapmanagement.com
DRUMCO,Remit,,,,PRIMARY ADDRESS,DRUMCO,26978 NETWORK PLACE,,CHICAGO,IL,60673,,,,
EASCO BROKERAGE,Remit,,,,INVOICE,EASCO BROKERAGE,2216 Angling Road,,Corfu,NY,14036,United States,Sandy Eveland,585-762-9080,sandy@edarnoldscrap.com; pat@edarnoldscrap.com; eas1@edarnoldscrap.com; aa@scrapmanagement.com
EAST CENTRAL RECYCLING,Remit,,,,INVOICE,EAST CENTRAL RECYCLING,701 East Centennial Avenue,,Muncie,IN,47303,,Jason King,(765) 254-5965,jking@bestway-disposal.com
EAST COAST NURSERIES,Remit,,,,PRIMARY,EAST COAST NURSERIES,301 Reeves Ave,,Riverhead,NY,11901,,michelle.eastcoastnurseries,(631) 727-8887,michelle.eastcoastnurseries@bluetie.com;michelle.eastcoastnurseries@bluetie.com
EAST JORDAN PLASTICS INC,Inv/Remit,,,,INVOICE,EAST JORDAN PLASTICS INC,PO Box 575,,East Jordan,MI,49727,,Alan Braunstein,(231) 536-2243,al.braunstein@ejplastics.com;al.braunstein@ejplastics.com
EAST JORDAN PLASTICS INC,Location,,,,1600 STIEVE ROAD,"EAST JORDAN PLASTICS, INC",1600 Stieve Road,,South Haven,MI,49090,United States,Alan Braun - Krista Uplinger,231-536-2243,krista.uplinger@ejplastics.com; albraunstein1@yahoo.com
EAST JORDAN PLASTICS INC,Location,,,,"EAST JORDAN, MI","EAST JORDAN PLASTICS, INC",6400 M-32 HIGHWAY,,East Jordan,MI,49727,,Alan Braun,231-536-2243,albraunstein1@yahoo.com
EAST TERRA PLASTIC RECYCLING,Invoice,,,,INVOICE,EAST TERRA PLASTIC RECYCLING,9511 W Depot St,,Yorktown,IN,47396,,Jay Chu,317-252-0287,jaychu@east-terra.com; lucytao@east-terra.com
EAST TERRA PLASTIC RECYCLING,Location,,,,Connersville IN,EAST TERRA PLASTIC RECYCLING,725 W 21 St,,Connersville,IN,46226,,,,
EAST TERRA PLASTIC RECYCLING,Location,,,,YORKTOWN IN - MARSH,EAST TERRA PLASTIC RECYCLING,2800 S Marsh Ave,,Yorktown,IN,47396,,Jay Chu,317-252-0287,
,Remit,,,,"YORKTOWN, IN",EAST TERRA PLASTIC RECYCLING,9511 W Depot St,,Yorktown,IN,47396,,Jay Chu,317-252-0287,
EAST WEST TRADING LLC,Remit,,,,INVOICE,EAST WEST TRADING LLC,505 S 22nd St,,East St Louis,IL,62207,United States,Benny Hua,(618) 482- 2068,bennyh@eastwesttradingllc.com; sa@scrapmanagement.com; joeyg@eastwesttradingllc.com; ahelfrich@eastwesttradingllc.com
EASTERN POULTRY,Remit,,,,INVOICE,EASTERN POULTRY,63 Blanchard St,,Newark,NJ,7105,,Meelisa/Rob for scheduling,(917) 750-4635,meelisa@gmail.com; aakopyan@ucsincny.com
EASTERN RECYCLING SERVICES,Inv/Remit,,,,INVOICE,EASTERN RECYCLING SERVICES,7616 Canton Center Drive,,Baltimore,MD,21224,United States,Tom Clark,410-477-7500,TClark@ersmd.com; ib@ucsincny.com; aa@ucsincny.com
EASTERN RECYCLING SERVICES,Location,,,,PRIMARY ADDRESS,EASTERN RECYCLING SERVICES,7616 Canton Center Drive,,Baltimore,MD,21224,United States,,,
EATON CORPORATION,Inv/Remit,,,,INVOICE,EATON CORPORATION,4200 US-30,,Kearney,NE,68847,United States,Dan Lara,,danlaraalvarado@eaton.com; ab@scrapmanagement.com
EATON CORPORATION,Location,,,,KEARNEY NE - CABELAS,Cabela's for Eaton,3600 US 30,,Kearney,NE,68847,,Brock Dawson,402-902-7797,BrockDawson@eaton.com;BrockDawson@eaton.com
ECHO LOGISTICS,Remit,,,,INVOICE,ECHO LOGISTICS,22168 Network Place,,Chicago,IL,60673,,Brendan Lowry,224.251.6321,brendan.lowry@echo.com
ECO FULFILLMENT LLC,Remit,,,,INVOICE,ECO FULFILLMENT LLC,3951 N Meridian Street,Suite 100,Indianapolis,IN,46208,,Danny O'Hara,317-292-1167,danny@ecofulfillment.com; chuck@ecofreight.net
ECOLOGY RECYCLING & CONSULTING INC,Inv/Remit,,,,INVOICE,ECOLOGY RECYCLING & CONSULTING INC,95 Hedgedale Rd,Unit 4,Brampton,ON,L6T 5P3,CA,Humberto Chamorro Peralta,(647) 478-3854,humberto@ecologyrecycling.ca; info@ecologyrecycling.ca; ab@scrapmanagement.com
EDCO DISPOSAL,Remit,,,,INVOICE,EDCO DISPOSAL,6700 Federal Blvd,,Lemon Grove,CA,91945,,Bob Hill,(760) 744-5615,recyclingcenterlg@edcodisposal.com; rhill@edcodisposal.com; mecheveste@edcodisposal.com; lm@ucsincny.com
EDS PALLET WORLD,Remit,,,,INVOICE,EDS PALLET WORLD,559 Race Path Church Rd,,Ellenboro,NC,28040,,Ed Romney,(828) 453-8986,eromney@edspalletworld.com; sa@scrapmanagement.com
EFS PLASTICS US INC,Inv/Remit,,,,INVOICE,EFS PLASTICS US INC,9 Peach Tree Hill Rd,,Livingston,NJ,7039,United States,Mark Sabourin,519-418-3377,mark.sabourin@efs-plastics.ca; flor.delarosa@efs-plasticsus.com;  ib@scrapmanagement.com; ab@scrapmanagement.com; susan.church@efs-plasticsus.com; shelia.johnson@efs-plasticsus.com; ryley.heberling@efs-plasticsus.com
EFS PLASTICS US INC,Location,,,,"HAZLETON, PA",EFS PLASTICS,504 WHITE BIRCH ROAD,,HAZLETON,PA,18202,United States,Susan Church,(949) 514.5538,susan.church@efs-plasticsus.com; ryley.heberling@efs-plasticsus.com
EKMAN RECYCLING,Inv/Remit,,,,PRIMARY,EKMAN RECYCLING,P.O. Box 644238,,Pittsburgh,PA,15264,,David Kaufman,(732) 202-9500,david.kaufman@ekmangroup.com; ryan.frazier@ekmangroup.com; anabell.mcgann@ekmangroup.com; ib@scrapmanagement.com
EKMAN RECYCLING,Location,,,,EKMAN RECYCLING,HUDSON BAYLOR,352 Horseblock Rd.,,Brookhaven,NY,11719,United States,Cliff Brand,732-202-9500,Cliff.Brand@ekmanrecycling.com
EKMAN RECYCLING,Location,,,,"NEWARK, NJ",G & F Recycling & Salvage Corporation,142-156 Frelinghuysen Avenue,,Newark,NJ,7114,,,,
EKMAN RECYCLING,Location,,,,OCALA FL,United American Recycling  Services LLC,3100 SW 3rd St Suite B,,Ocala,FL,34474,,,,
EKMAN RECYCLING,Location,,,,"ROANOKE, VA","RDS of Virginia, LLC",835 Korte Street SW,,Roanoke,VA,24019,United States,,,
EL HARVEY & SONS,Inv/Remit,,,,PRIMARY,EL HARVEY & SONS,68 Hopkinton Rd Route 135,,Westboro,MA,01581-2126,,Paul Degnan,(508) 836-3000,PDEGNAN@ELHARVEY.COM; shipping@elharvey.com;PDEGNAN@ELHARVEY.COM; shipping@elharvey.com
ELCO VENTURES LLC,Invoice,,,,PRIMARY,ELCO VENTURES LLC,1213 Bellevue Street,,Detroit,MI,48207,United States,Jordan Ellis,313-580-0941,adr179191@gmail.com; jordan@americandismantler.com
ELEMENT INTERNATIONAL TRADE INC,Remit,,,,INVOICE,ELEMENT INTERNATIONAL TRADE INC,206-181 Hymus,Suite 206,"Pointe-Claire, QC",,H9R 5P4,CA,Matthew Benzrihem,877-938-8778,matthew@element-trade.com; logistic@element-trade.com; ab@scrapmanagement.com;
ELEMENT INTERNATIONAL TRADE INC,Location,,,,BUFFALO NY,ELEMENT INTERNATIONAL TRADE INC,2299 Kenmore Avenue,,Buffalo,NY,14207,,Matthew Benzrihem,877-938-8778,matthew@element-trade.com; logistic@element-trade.com; ab@scrapmanagement.com;;matthew@element-trade.com; logistic@element-trade.com; ab@scrapmanagement.com;
ELK COUNTY SOLID WASTE AUTHORITY,Remit,,,,INVOICE,ELK COUNTY SOLID WASTE AUTHORITY,850 Washington Street,,St Marys,PA,15857,,Dave Stubber,814-776-5373,"dstubber@elkrecycling.com; rp@scrapmanagement.com,"
