CpID,CompanyNm,Role,ActiveStatus,MasterAccountID,OurCustNo,Terms,TermsCode,APEMail,PaymentDays,CurrCode,OnHold,CreditLimit,CustSvcRep,IndustryNm,WebSite,CpLastEdit
1530,JOES PLASTICS,C,A,NULL,,Prepayment,,joe@800plastics.com;stacy@800PLASTICS.COM,0,USD, ,-1,NULL,,800.plastics.com,
1531,MIXED PLASTICS LLC,X,A,NULL,,Net 30,Net 30,accounting@mixedplastics.com,0,USD, ,-1,NULL,,http://www.mixedplastics.com/index.html,
1532,GREENWASTE RECOVERY LLC,A,A,NULL,,Net 30,Net 30, baguilar@greenwaste.com,0,USD, ,-1,NULL,,,
1533,CONCORD PLASTICS INC,S,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1534,THE WORTHINGTON COMPANY,D,A,NULL,,(None),Net 30,mjmcvey@worthingtoncompany.com; apeterson@worthingtoncompany.com; accounting@worthingtoncompany.com,0,USD, ,-1,NULL,,,
1535,EAGLE WASTE & RECYCLING INC,S,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1536,SPOT FREIGHT INC,D,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1537,GREEN PLUS PLASTICS,V,A,NULL,,(None),COD,,0,USD, ,-1,NULL,,,
1538,NATURE'S WOOD PRODUCTS LLC,S,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1539,ELCO VENTURES LLC,C,A,NULL,,Net 30,,,0,USD, ,-1,NULL,,,
1540,BYPRODUCT RECYCLING LLC,A,A,NULL,,Prepayment,Net 30,,0,USD, ,-1,NULL,,,
1544,GP HARMON RECYCLING,C,A,NULL,,(None),Net 30,harmontaplastic@gapac.com; Carol.Shell@GAPAC.com,0,USD, ,-1,NULL,,,
1545,B&D WAREHOUSE - INVENTORY ONLY,D,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1549,NUVIDA PLASTIC TECHNOLOGY INC,C,A,NULL,,Net 45,N45,nuvidaacctspayable@nuvidaplastics.com,0,USD, ,-1,NULL,,,
1550,NOLAN TRANSPORT GROUP INC,D,A,NULL,,(None),Net 30,terry.wright@ntgfreight.com,0,USD, ,-1,NULL,,,
1551,CUSTOM POLYMERS PET,A,A,NULL,,Net 30,Net 30,suzzanne@custompolymerspet.com,0,USD, ,-1,NULL,,,
1552,ABM POLYMERS INC,X,A,NULL,,Net 30,,,0,USD, ,-1,NULL,,,
1553,CHOPTANK TRANSPORT INC,D,A,NULL,,(None),Net 30,Sharon.taylor@choptanktransport.com;allison.scharch@choptanktransport.com; danielle.brodka@choptanktransport.com,0,USD, ,-1,NULL,,,
1554,DYNAMIC LOGISTIX LLC,D,A,NULL,,(None),Net 30,ronda.smith@flopath.com; meley.king@flopath.com,0,USD, ,-1,NULL,,,
1555,LOGISTICS MADE SIMPLE INC,D,A,NULL,,(None),Net 30,apinvoices@logisticsms.net;gregbrannon@logisticsms.net; kholley@logisticsms.net,0,USD, ,-1,NULL,,,
1556,CHAMPION POLYMER RECYCLING,C,A,NULL,,Net 30,,,0,USD, ,-1,NULL,,,
1558,THE ACTION ENVIRONMENTAL GROUP INC,V,A,NULL,,(None),Net 30,rwhite@actioncarting.com; vvitale@iswaste.com,0,USD, ,-1,NULL,,,
1560,GIORDANOS RECYCLING,P,A,NULL,,COD,COD,,0,USD, ,-1,NULL,,www.giordanosrecycling.com,
1561,ARUNDEL RECYCLING CENTER,C,A,NULL,,Net 30,,,0,USD, ,-1,NULL,,http://arundelrecycling.com/,
1563,HUDSON BAYLOR BROOKHAVEN,V,A,NULL,,(None),Net 15,,0,USD, ,-1,NULL,,,
1564,MID AMERICA RECYCLING,V,A,NULL,,(None),COD,,0,USD, ,-1,NULL,,,
1565,MONDO POLYMER TECHNOLOGIES INC,A,A,NULL,,Net 30,,ap@mondopolymer.com; sue@mondopolymer.com,0,USD, ,-1,NULL,,,
1566,ANGEL OF SHAVANO RECYCLING LLC,V,A,NULL,,Net 30,COD,shavanorecycling@gmail.com,0,USD, ,-1,NULL,,,
1567,GERALD STRUVE,A,A,NULL,,COD,COD,,0,USD, ,-1,NULL,,,
1569,SAVAGE LOGISTICS INC,D,A,NULL,,(None),Net 30,AccountsReceviable@savageservices.com; christinathompson@savageservices.com,0,USD, ,-1,NULL,,www.savagelogistics.net,
1570,AMINO TRANSPORT INC,D,A,NULL,,(None),Net 30,marquita@shipamino.com; billing@shipamino.com,0,USD, ,-1,NULL,,,
1571,DUNN COUNTY SOLID WASTE & RECYCLING,V,A,NULL,,(None),Net 15,dduerst@co.dunn.wi.us,0,USD, ,-1,NULL,,,
1572,KELLER FREIGHT SOLUTIONS,D,A,NULL,,(None),Net 30,billing@kellerlogistics.com,0,USD, ,-1,NULL,,,
1573,METRO REYCLING SOLUTIONS,A,A,NULL,,Net 30,Net 30,,0,USD, ,-1,NULL,,,
1574,TRANSTECH INC,D,A,NULL,,(None),Net 30,billing@transtechlogistics.net,0,USD, ,-1,NULL,,www.transtechbroker.com,
1575,JJS RECYCLING FACTORY LLC,A,A,NULL,,Net 30,Net 30,mobradovic@jjsrecycling.com;vera@jjsrecycling.com;,0,USD, ,-1,NULL,,,
1576,ALLIED RESOURCE RECOVERY INC,V,A,NULL,,(None),Net 15,officeadmin@ALLIEDRESOURCERECOVERY.COM,0,USD, ,-1,NULL,,,
1577,CHESAPEAKE MATERIALS SERVICES LLC,A,A,NULL,,Net 30,Net 30,Melissa@cmsplastic.com,0,USD, ,-1,NULL,,,
1578,REPCO SERVICES LLC,A,A,NULL,,Net 30,Net 30,kris@repcollc.com; jenni@repcollc.com,0,USD, ,-1,NULL,,,
1580,ASTRO INDUSTRIES INC,C,A,NULL,,Net 30,,sherri@astroindustriesus.com,0,USD, ,-1,NULL,,,
1582,GREENMINE INC,X,A,NULL,,Net 30,Net 30,seamus@green-mine.com; jessica@green-mine.com,0,USD, ,-1,NULL,,,
1584,PETMATE,X,A,NULL,,Net 30,Net 30,ap@petmate.com,0,USD, ,-1,NULL,,www.spectrumpolymers.com,
1585,AVON PLASTICS,X,A,NULL,,Net 30,Net 30,accounts.payable@avonplastics.com,0,USD, ,-1,NULL,,avonplastics.com,
1587,FL PLASTIC LLC,X,A,NULL,,Net 15,,FLPlastic@Outlook.com,0,USD, ,-1,NULL,,,
1588,RUMPKE RECYCLING,A,A,NULL,,Net 30,Net 30,Nancy.Zagaros@Rumpke.com,0,USD, ,-1,NULL,,www.rumpke.com,
1589,GAR PLASTICS INC,A,A,NULL,,Net 30,Net 30,,0,USD, ,-1,NULL,,www.garplastics.com,
1590,GREEN PLANET 21 INC - DALLAS,V,A,NULL,,(None),Net 10,,0,USD, ,-1,NULL,,www.americanshredding.com,
1591,ECO FULFILLMENT LLC,D,A,NULL,,(None),Net 30,billing@ecofulfillment.com,0,USD, ,-1,NULL,,,
1593,LRS LOGISTICS LLC,D,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1594,ALBERT BROS INC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1595,ANTEK MADISON PLASTICS USA LTD,A,A,NULL,,Net 20,Net 30,accounting@antekmadison.com,0,USD, ,-1,NULL,,,
1597,PINE RIDGE LANDFILL,D,A,NULL,,(None),COD,,0,USD, ,-1,NULL,,,
1598,LAUDADIO POLYMERS INC,A,A,NULL,,(None),Net 30,csrhouston@laudadiopolymers.com,0,USD, ,-1,NULL,,,
1599,UNIFI MANUFACTURING INC,A,A,NULL,,Net 30,Net 30,ap@unifi.com,0,USD, ,-1,NULL,,www.unifi.com,
1600,ENVISION ECOPLAST GROUP,A,A,NULL,,Net 30,Net 30,Amy.Moore@cccllc.com,0,USD, ,-1,NULL,,,
1601,TFC RECYCLING,A,A,NULL,,Net 30,Net 30,accounting@tfcrecycling.com; ALissnils@tfcrecycling.com,0,USD, ,-1,NULL,,,
1602,P&H PROPERTIES LLC,V,A,NULL,,(None),Net 30,phpropertiesLLC@aol.com,0,USD, ,-1,NULL,,,
1603,HOM FURNITURE INC,V,A,NULL,,(None),Net 30,alubansky@homfurniture.com,0,USD, ,-1,NULL,,,
1604,DAMIRON TRANSPORTATION SERVICES INC,D,A,NULL,,(None),Net 30,damironaccounting@gmail.com,0,USD, ,-1,NULL,,,
1605,RAPAC LP,C,A,NULL,,Net 30,,apinfo@ringcontainer.com,0,USD, ,-1,NULL,,,
1606,REPCO WAREHOUSE,D,A,NULL,NULL,(None),NULL,NULL,NULL,USD,NULL,-1,NULL,NULL,NULL,
1607,RECOVER USA,A,A,NULL,,(None),Net 30,accounting@recoverusa.com; sacha@recoverUSA.com,0,USD, ,-1,NULL,,,
1608,HALL COUNTY GOVERNMENT,V,A,NULL,,(None),Net 30,tansley@hallcounty.org,0,USD, ,-1,NULL,,,
1609,K&B PLASTIC INDUSTRIES,V,A,NULL,,(None),Net 15,p-m-i@outlook.com,0,USD, ,-1,NULL,,,
1610,ULTRA POLY CORPORATION,A,A,NULL,,Net 30,Net 30,APMaterials@Ultra-Poly.com,0,USD, ,-1,NULL,,,
1611,FIRST STAR LOGISTICS LLC,D,A,NULL,,(None),Net 30,invoicing@firststarllc.com,0,USD, ,-1,NULL,,,
1612,NEWCO FIBERS INC,A,A,NULL,,Net 30,Net 30,,0,USD, ,-1,NULL,,,
1613,LYCOMING COUNTY RESOURCE MNGT SERVICES,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1615,JE KOCAK TRUCKING & TRANS SVS LLC,D,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1616,GREEN PLANET 21 INC,V,A,NULL,,(None),Net 10,iinvoices@greenplanet21.com; BSingh@greenplanet21.com; Erika@greenplanet21.com; katherine@greenplanet21.com; ABerry@greenplanet21.com,0,USD, ,-1,NULL,,,
1617,MARK UPDEGRAFF TRUCKING INC,D,A,NULL,,(None),Net 30,Accounting.updegrafftrucking@comcast.net,0,USD, ,-1,NULL,,,
1619,CARAUSTAR RECYCLING,V,A,NULL,,(None),Net 30,lisa.jones@caraustarcom,0,USD, ,-1,NULL,,,
1620,ARRIVE LOGISTICS LLC,D,A,NULL,,(None),Net 30,accountspayable@arrivelogistics.com; hragland@arrivelogistics.com,0,USD, ,-1,NULL,,,
1621,PFG CDC PERFORMANCE FOOD GROUP  LEBANON,V,A,NULL,,(None),Net 15,,0,USD, ,-1,NULL,,,
1622,TOWN OF WELLESLEY RDF,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,http://www.ci.wellesley.ma.us/pages/FOV1-0001FDB3/rdf/I,
1623,ATLANTIC COAST RECYCLING OF OCEAN,A,A,NULL,,Net 15,Net 15,joann.torre@atlanticcoastfibers.com,0,USD, ,-1,NULL,,,
1624,PINNACLE RECYCLING LLC,S,A,NULL,,(None),Net 30,srickert@pinnaclerecycling.com,0,USD, ,-1,NULL,,,
1625,D&M RECYCLING INC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1627,GROOT INDUSTRIES INC,V,A,NULL,,(None),Net 30,mmedina@groot.com,0,USD, ,-1,NULL,,,
1628,NORTH COUNTRY MATERIAL SALES,A,A,NULL,,Net 30,COD,,0,USD, ,-1,NULL,,,
1629,MATSON LOGISTICS SERVICES LLC,D,A,NULL,,(None),Net 30,tarajones@matson.com,0,USD, ,-1,NULL,,,
1630,IRP LOGISTICS LLC,A,A,NULL,,Net 30,Net 30,,0,USD, ,-1,NULL,,,
1631,ATC PLASTICS LLC,V,A,NULL,,(None),Net 30,jmachado@atcplastics.com,0,USD, ,-1,NULL,,www.atcplastics.com,
1632,NEXT SPECIALTY RESINS INC,A,A,NULL,,Net 30,Net 10,minea@nextresins.com,0,USD, ,-1,NULL,,www.nextresins.com,
1633,BNSF LOGISTICS LLC,D,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1634,PF TRADING,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1636,DIRECT POLYMERS LLC,A,A,NULL,,Net 30,Net 30,,0,USD, ,-1,NULL,,,
1637,IWS TRANSFER SYSTEMS OF NY INC,V,A,NULL,,(None),Net 30,vvitale@iswaste.com,0,USD, ,-1,NULL,,,
1638,SACCO TRUCKING INC,D,A,NULL,,(None),Net 30,saccotrucking@gmail.com,0,USD, ,-1,NULL,,saccotrucking@gmail.com,
1639,WASTE CONNECTIONS (Albany),S,A,NULL,,(None),Net 30,AlexisC@WasteConnections.com,0,USD, ,-1,NULL,,,
1641,NOVOLEX,X,A,NULL,,Net 30,Net 30,Katie.Bohm@novolex.com; Novolex_AP@onlinecapturecenter.com,0,USD, ,-1,NULL,,,
1642,REDWOOD MULTIMODAL,D,A,NULL,,(None),Net 30,ap@redwoodlogistics.com,0,USD, ,-1,NULL,,,
1643,SEAVIEW PLASTIC RECYCLING INC,X,A,NULL,,Net 30,Net 30,Tracey@seaviewplasticrecycling.com,0,USD, ,-1,NULL,,,
1644,THE FAIRFAX COMPANIES,V,A,NULL,,(None),Net 30,ashley@ffxsite.net,0,USD, ,-1,NULL,,,
1645,CORESTATES RECYCLING,A,A,NULL,,(None),Net 30,apatch@csprecycling.com,0,USD, ,-1,NULL,,,
1646,JET POLYMER RECYCLING INC,X,A,NULL,,Net 30,Net 30,ap@jetpoly.com,0,USD, ,-1,NULL,,www.jetpolymer.com,
1649,MACO IMPORT & EXPORT INC,X,A,NULL,,Net 30,Net 30,fiona@macorecycling.com,0,USD, ,-1,NULL,,,
1650,KINGS TRANSFER INC,D,A,NULL,,(None),Net 30,loric.kings@gmail.com,0,USD, ,-1,NULL,,,
1651,COOK PAPER RECYCLING,V,A,NULL,,(None),Net 30,dboman@cookpaper.com; ljurden@cookpaper.com,0,USD, ,-1,NULL,,,
1653,INDIANA CARDINAL INC,A,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1656,JAMES R SMITH TRUCKING COMPANY INC,D,A,NULL,,(None),Net 30,AmberH@jamesrsmith.com,0,USD, ,-1,NULL,,,
1661,JAMES A SMITH TRANSPORTATION INC,D,A,NULL,,(None),Net 30,amberh@jamesrsmith.com,0,USD, ,-1,NULL,,,
1662,RPM RECYCLING,X,A,NULL,,50% Prepay/50% Against Docs,,,0,USD, ,-1,NULL,,,
1663,WJW ASSOCIATES LTD,D,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1665,FIBRE DRUM SALES INC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,www.fdspackaging.com,
1666,GEORGIA SEED DEVELOPMENT,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1667,WASTE SOLUTIONS INC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1668,GREEN PROCESSING COMPANY INC,X,A,NULL,,Net 30,,payables@green-processing.com,0,USD, ,-1,NULL,,www.green-processing.com,
1669,SUPERIOR PALLETS INC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1670,FRANKFORT PLASTICS INC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1671,FEDERAL RECYCLING & WASTE SOLUTIONS,A,A,NULL,,Net 30,Net 30,,0,USD, ,-1,NULL,,,
1672,BSD PLASTICS INC,X,A,NULL,,Net 30,Net 30,office@bsdplasticsinc.com; manny@bsdplasticsinc.com,0,USD, ,-1,NULL,,,
1673,ADVANCED DISPOSAL WI,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1674,ARIZONA PACIFIC PLASTICS LLC,X,A,NULL,,Net 30,, npoole@recycle1az.com; ap@recycle1az.com,0,USD, ,-1,NULL,,,
1677,GREEN PLANET 21 INC - CENCAL,V,A,NULL,,(None),Net 10,ABerry@greenplanet21.com; cwoodrow@greenplanet21.com,0,USD, ,-1,NULL,,,
1678,KJ PLASTICS INC,A,A,NULL,,Net 30,Net 30,sue@kjplasticsinc.com,0,USD, ,-1,NULL,,,
1679,EVERGREEN RECYCLING,V,A,NULL,,(None),,,0,USD, ,-1,NULL,,,
1680,48 FORTY SOLUTIONS - AA,A,A,NULL,,Net 30,Net 30,,0,USD, ,-1,NULL,,,
1681,VIDA CORPORATION,X,A,NULL,,50% Prepay/50% Against Docs,,paige@vidacorp.net,0,USD, ,-1,NULL,,,
1683,WASTE PRO - OCALA FL,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1684,PROGRESS PALLET INC,V,A,NULL,,(None),Net 10,,0,USD, ,-1,NULL,,,
1685,THE PALLET EXPRESS,A,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1687,CITY OF HIGH POINT,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,www.highpointnc.gov,
1688,REPUBLIC SERVICES - JAX,V,A,NULL,,Net 30,Net 30,ZPierce@republicservices.com; CMcDaniel4@republicservices.com,0,USD, ,-1,NULL,,,
1689,RECYCLING SERVICES OF FLORIDA INC,V,A,NULL,,(None),Net 30,mlaw@recyclingit.com,0,USD, ,-1,NULL,,,
1690,RE-GEN INC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1691,CJ POLY,X,A,NULL,,Net 10,Net 10,kelly@cjpoly.com,0,USD, ,-1,NULL,,,
1693,DCO ENVIRONMENTAL & RECYCLING LLC,X,A,NULL,,Net 30,Net 30,jrozar@dcointl.com,0,USD, ,-1,NULL,,,
1694,RAPID RECYCLING,V,A,NULL,,(None),Net 30,janet@rapidrecycling.com,0,USD, ,-1,NULL,,,
1695,REPUBLIC SERVICES INC,V,A,NULL,,(None),Net 30,AHolt3@republicservices.com,0,USD, ,-1,NULL,,,
1696,CENTRAL STATES REPROCESSING LLC,X,A,NULL,,Net 30,,amy@csrlnk.com,0,USD, ,-1,NULL,,,
1697,MRC POLYMERS,A,A,NULL,,Net 30,,,0,USD, ,-1,NULL,,,
1698,BLUE LINE TRANSFER,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1700,INDUSTRIAL RECYCLERS,A,A,NULL,,Net 30,Net 30,accounting@industrial-recyclers.com;steven@industrial-recyclers.com,0,USD, ,-1,NULL,,,
1702,IHC TRADING,A,A,NULL,,Net 30,Net 30,,0,USD, ,-1,NULL,,,
1703,STAIMAN RECYCLING CORP,V,A,NULL,,(None),Net 30,kdalton@staimanrecycling.com,0,USD, ,-1,NULL,,,
1705,TRIM-TEX INC,X,A,NULL,,Net 30,Net 30,payables@trim-tex.com,0,USD, ,-1,NULL,,,
1706,BURRTEC WASTE INDUSTRIES INC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1708,JS PALLET COMPANY,V,A,NULL,,(None),Net 30,bookkeeper@jspalletinc.com,0,USD, ,-1,NULL,,,
1709,HORRY COUNTY SOLID WASTE AUTHORITY,V,A,NULL,,(None),Net 30,ckeith@solidwasteauthority.org,0,USD, ,-1,NULL,,,
1710,GREEN PLANET 21 INC - TACOMA,A,A,NULL,,(None),Net 30,invoices@greenplanet21.com; BSingh@greenplanet21.com; Erika@greenplanet21.com; katherine@greenplanet21.com; ABerry@greenplanet21.com,0,USD, ,-1,NULL,,,
1712,US PLASTICS RECOVERY,A,A,NULL,,Net 30,Net 30,tisha.digby@usprecovery.com; accounting@usprecovery.com; steve.hogan@usprecovery.com,0,USD, ,-1,NULL,,,
1713,WESTROCK CP LLC,V,A,NULL,,(None),Net 30,shibbon.george@westrock.com,0,USD, ,-1,NULL,,www.westrock.com,
1714,RECYCLABLE MATERIALS MARKETING,X,A,NULL,,Net 30,Net 30,,0,USD, ,-1,NULL,,,
1715,MILLER RECYCLING CORPORATION,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1716,DIMEX,X,A,NULL,,Net 30,Net 30,,0,USD, ,-1,NULL,,,
1717,CONSOLIDATED SCRAP RESOURCE INC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1720,COLUMBIA RECYCLING CORPORATION,X,A,NULL,,Net 30,,cowenby@columbiarecyclingcorp.org,0,USD, ,-1,NULL,,,
1722,TIMEWELL DRAINAGE PRODUCTS,X,A,NULL,,Net 30,Net 30,lkindhart@timewellpipe.com,0,USD, ,-1,NULL,,,
1723,IMS RECYCLING SERVICES,V,A,NULL,,(None),Prepayment,andyd@imsrecycling.com,0,USD, ,-1,NULL,,,
1724,FRIEDMAN RECYCLING,A,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1725,RESOURCE WASTE SERVICES LLC,V,A,NULL,,(None),Net 30,AcctsReceivable@ReEnergyHoldings.com; isteding@reenergyholdings.com;,0,USD, ,-1,NULL,,,
1727,MID VALLEY RECYCLING LLC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,IB        ,,,
1728,STANDARD WASTE SERVICES,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1729,FLORES PALLET LLC,V,A,NULL,,(None),Net 30,maria@florespallets.com,0,USD, ,-1,NULL,,http://www.florespallets.com/,
1731,MILLENNIUM RECYCLING,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1733,TOWN RECYCLING,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,www.townrecyclingusa.com,
1735,DIAMOND FOREST RESOURCES,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1736,BUTTS RECYCLING INC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1737,PLASTIMUM,C,A,NULL,,Net 30,,jgoodsell@plastimum.com,0,USD, ,-1,NULL,,,
1738,STARLUX CORP,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1739,UCW LOGISTICS LLC,D,A,NULL,,(None),Net 30,ar@ucwlogistics.com,0,USD, ,-1,NULL,,,
1740,CARDINAL RECYCLING,X,A,NULL,,Net 30,Net 30,tn@triadbiz.rr.com,0,USD, ,-1,NULL,,,
1741,AVANGARD INNOVATIVE,A,A,NULL,,Net 30,Net 30,dhudson@avaicg.com,0,USD, ,-1,NULL,,,
1742,GREEN EARTH LLC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1744,POLYPRO INDUSTRIAL RECYCLING,X,A,NULL,,Net 30,Net 30,lee @polyprorecycling.com,0,USD, ,-1,NULL,,,
1745,WASTE CONNECTIONS OF AZ - TUCSON DIVISION,V,A,NULL,,(None),Prepayment,,0,USD, ,-1,NULL,,,
1747,PALLET PRO INC,A,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1749,CENTRE COUNTY RECYCLING & REFUSE,V,A,NULL,,(None),Net 15,PLucas@centrecountyrecycles.org; KFye@centrecountyrecycles.org,0,USD, ,-1,NULL,,,
1750,ACI PLASTICS WEST,C,A,NULL,,Net 30,Net 30,,0,USD, ,35000,NULL,,,
1751,CARBONLITE RECYCLING LLC,X,A,NULL,,Net 45,,Dbloxom@carbonliterecycling.com; ib@ucsincny.com,0,USD, ,-1,NULL,,,
1753,PALLET LOGISTICS MANAGEMENT INC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,www.plmgt.com,
1756,ELK COUNTY SOLID WASTE AUTHORITY,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1757,PHILADELPHIA PLASTIC RECYCLING,A,A,NULL,,Net 15,Net 30,diana@philaplast.com; ib@ucsincny.com,0,USD, ,-1,NULL,,,
1758,PECONIC RECYCLING & TRANSFER,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1759,TRANPAK INC,X,A,NULL,,Net 30,,AccountsPayable@tranpak.com,0,USD, ,-1,NULL,,,
1760,AMERICAN PALLET INC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,www.americanpalletinc.com,
1761,US GRANULES CORPORATION,X,A,NULL,,Net 30,,joyce@usgranules.com,0,USD, ,-1,NULL,,https://usgranules.com/,
1762,BIG SKY ENVIRONMENTAL LLC,D,A,NULL,,Net 30,Net 30,,0,USD, ,-1,NULL,,,
1764,RAMS RECYCLING AND CONTAINER SERVICES INC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1765,PLASTICYCLE,A,A,NULL,,(None),Net 30,nnandalall@plasticycle.com,0,USD, ,-1,NULL,,http://plasticycle.com,
1766,ATLAS PALLET CORP,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1767,USEDPLASTICPALLETS.COM,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1769,DK TRADING CORPORATION,V,A,NULL,,(None),Net 30,susann@dk-t.com,0,USD, ,-1,NULL,,,
1770,SUNNKING INC,V,A,NULL,,(None),Net 30,aspall@sunnking.com,0,USD, ,-1,NULL,,,
1771,FORT KNOX QRP,V,A,NULL,,(None),Net 15,,0,USD, ,-1,NULL,,,
1772,IGPS LOGISTICS LLC,A,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1773,POTENTIAL INDUSTRIES INC,V,A,NULL,,(None),Net 30,belen.angelo@potentialindustries.com,0,USD, ,-1,NULL,,,
1775,STERICYCLE,A,A,NULL,,Net 60,Net 60,invoices@stericycle.coupahost.com,0,USD, ,-1,NULL,,,
1776,NEW LIFE PLASTIC RECYCLING INC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,www.newlifeplastics.com,
1778,PREMIER GROUP RECYCLING INC,A,A,NULL,,Net 30,Net 30,,0,USD, ,-1,NULL,,,
1779,WASTE PRO - ATLANTA GA,V,A,NULL,,(None),Net 30,Stephanie Taylor [mailto:staylor@wasteprousa.com),0,USD, ,-1,NULL,,,
1780,KONZ WOOD PRODUCTS,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,www.konzwoodproducts.com,
1782,PALLET SERVICES INC,A,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1783,UNIVERSAL PACKAGE LLC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1784,PLASTIC SERVICES INC.,V,A,NULL,,(None),Net 20,,0,USD, ,-1,NULL,,,
1785,LOST BROTHERS PALLET CORP,A,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1786,PLANET RECYCLING,A,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1788,DIAMOND K INC,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1789,GORGO PALLET,V,A,NULL,,(None),Net 30,ddimatheo@gorgogroup.com,0,USD, ,-1,NULL,,,
1790,RECYCLE 1,A,A,NULL,,Net 30,Net 30,npoole@recycle1az.com,0,USD, ,-1,NULL,,,
1791,QRH POLYMERS,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1792,SOLID WASTE AUTHORITY,V,A,NULL,,(None),COD,,0,USD, ,-1,NULL,,,
1794,THE RECYCLING GROUP,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1795,ROWAN COUNTY,A,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1796,SERRAPRO INDUSTRIES,A,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1798,PRIME WOODCRAFT,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1799,ALLIED PAPER STOCK,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
1800,POSEY COUNTY SWD,A,A,NULL,,(None),Net 30,jdavis_pcswd@yahoo.com,0,USD, ,-1,NULL,,,
1802,48 FORTY SOLUTIONS - IB,A,A,NULL,,Net 30,,,0,USD, ,-1,NULL,,,
1803,48 FORTY SOLUTIONS - RP,A,A,NULL,,Net 30,Net 30,,0,USD, ,-1,NULL,,,
1804,48 FORTY SOLUTIONS - TW,A,A,NULL,,Net 30,,,0,USD, ,-1,NULL,,,
1805,PETRO PALLET,V,A,NULL,,(None),Net 30,,0,USD, ,-1,NULL,,,
